DESTINATION,IATA_CODE,AIRLINE,AIRCRAFT,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES,WEATHER,TEMP,DEST_CODE,AIRLINE_CODE,AIRCRAFT_CODE
Frankfurt,FRA,Condor,A320,2025-04-30 17:50:00,18:11,2025-04-30 18:11:00,21,1,24.3,61,29,3
London,LHR,Swiss,A20N,2025-04-30 17:05:00,17:39,2025-04-30 17:39:00,34,1,24.3,92,88,0
Dresden,DRS,Air Baltic,BCS3,2025-04-30 17:50:00,18:13,2025-04-30 18:13:00,23,1,24.3,51,5,24
Warsaw,WAW,Swiss,BCS3,2025-04-30 17:00:00,17:48,2025-04-30 17:48:00,48,1,24.3,177,88,24
Hamburg,HAM,Swiss,A20N,2025-04-30 17:00:00,17:16,2025-04-30 17:16:00,16,1,24.3,69,88,0
Vienna,VIE,Swiss,A321,2025-04-30 17:50:00,18:26,2025-04-30 18:26:00,36,1,24.3,175,88,4
Manchester,MAN,Swiss,A320,2025-04-30 17:00:00,17:11,2025-04-30 17:11:00,11,1,24.3,101,88,3
Vienna,VIE,Austrian Airlines,A320,2025-04-30 18:45:00,18:51,2025-04-30 18:51:00,6,1,24.3,175,19,3
Bremen,BRE,Helvetic Airways,E195,2025-04-30 18:00:00,18:25,2025-04-30 18:25:00,25,1,24.3,28,57,42
Geneva,GVA,Swiss,A320,2025-04-30 18:00:00,18:22,2025-04-30 18:22:00,22,1,24.3,65,88,3
Pristina,PRN,Edelweiss Air,A320,2025-04-30 18:00:00,18:23,2025-04-30 18:23:00,23,1,24.3,134,34,3
Frankfurt,FRA,Lufthansa,A319,2025-04-30 18:05:00,18:48,2025-04-30 18:48:00,43,1,24.3,61,69,2
London,LCY,Helvetic Airways,E290,2025-04-30 18:05:00,18:45,2025-04-30 18:45:00,40,1,24.3,92,57,43
Lisbon,LIS,TAP Air Portugal,A320,2025-04-30 18:05:00,19:10,2025-04-30 19:10:00,65,1,24.3,90,90,3
Antalya,AYT,Corendon Airlines,B738,2025-04-30 18:10:00,18:28,2025-04-30 18:28:00,18,1,24.3,6,30,14
Pisa,PSA,Haute Aviation,E55P,2025-04-30 18:10:00,18:19,2025-04-30 18:19:00,9,1,24.3,129,56,48
Algiers,ALG,Air Algerie,B738,2025-04-30 18:10:00,19:56,2025-04-30 19:56:00,106,1,24.3,2,4,14
Berlin,BER,Helvetic Airways,E190,2025-04-30 18:20:00,18:33,2025-04-30 18:33:00,13,1,24.3,18,57,41
London,LHR,Air Baltic,BCS3,2025-04-30 18:30:00,18:42,2025-04-30 18:42:00,12,1,24.3,92,5,24
Madrid,MAD,Air Europa,B738,2025-04-30 18:30:00,18:44,2025-04-30 18:44:00,14,1,24.3,97,9,14
Antalya,AYT,Sun Express,B738,2025-04-30 18:30:00,18:39,2025-04-30 18:39:00,9,1,24.3,6,86,14
Istanbul,IST,Turkish Airlines,A321,2025-04-30 18:35:00,18:56,2025-04-30 18:56:00,21,1,24.3,76,93,4
Heraklion,HER,Aegean Airlines,A320,2025-04-30 18:45:00,19:07,2025-04-30 19:07:00,22,1,24.3,72,2,3
Frankfurt,FRA,Swiss,A320,2025-04-30 18:55:00,19:14,2025-04-30 19:14:00,19,1,24.3,61,88,3
Malta,MLA,Avion Express,A320,2025-04-30 18:15:00,18:32,2025-04-30 18:32:00,17,1,24.3,100,20,3
London,LTN,Flexjet,E550,2025-04-30 18:25:00,18:40,2025-04-30 18:40:00,15,1,24.3,92,48,47
Madrid,MAD,Iberia,A20N,2025-04-30 19:45:00,19:59,2025-04-30 19:59:00,14,1,23.6,97,59,0
Athens,ATH,Aegean Airlines,A20N,2025-04-30 19:00:00,19:25,2025-04-30 19:25:00,25,1,23.6,8,2,0
Helsinki,HEL,Finnair,A321,2025-04-30 19:05:00,19:08,2025-04-30 19:08:00,3,1,23.6,71,47,4
Rome,FCO,ITA Airways,A20N,2025-04-30 19:05:00,19:23,2025-04-30 19:23:00,18,1,23.6,142,58,0
Riga,RIX,Air Baltic,BCS3,2025-04-30 19:15:00,19:33,2025-04-30 19:33:00,18,1,23.6,140,5,24
Dusseldorf,DUS,Eurowings,A320,2025-04-30 19:15:00,19:53,2025-04-30 19:53:00,38,1,23.6,55,45,3
Munich,MUC,Swiss,A320,2025-04-30 19:15:00,19:18,2025-04-30 19:18:00,3,1,23.6,111,88,3
London,LCY,British Airways,E190,2025-04-30 19:15:00,19:17,2025-04-30 19:17:00,2,1,23.6,92,22,41
Amsterdam,AMS,KLM,B737,2025-04-30 19:25:00,19:27,2025-04-30 19:27:00,2,1,23.6,5,65,13
Paris,CDG,Air France,BCS3,2025-04-30 19:35:00,19:42,2025-04-30 19:42:00,7,1,23.6,126,10,24
London,LHR,British Airways,A320,2025-04-30 19:40:00,20:01,2025-04-30 20:01:00,21,1,23.6,92,22,3
Warsaw,WAW,LOT,B38M,2025-04-30 19:55:00,20:19,2025-04-30 20:19:00,24,1,23.6,177,68,11
Pristina,PRN,GP Aviation,B734,2025-04-30 20:30:00,20:57,2025-04-30 20:57:00,27,1,22.1,134,52,12
Frankfurt,FRA,Lufthansa,A320,2025-04-30 20:00:00,20:38,2025-04-30 20:38:00,38,1,22.1,61,69,3
Zagreb,ZAG,Croatia Airlines,A319,2025-04-30 20:05:00,20:21,2025-04-30 20:21:00,16,1,22.1,181,31,2
Berlin,BER,Eurowings,A20N,2025-04-30 20:15:00,20:25,2025-04-30 20:25:00,10,1,22.1,18,45,0
Brussels,BRU,Brussels Airlines,A319,2025-04-30 20:15:00,20:48,2025-04-30 20:48:00,33,1,22.1,32,23,2
Geneva,GVA,NetJets Europe,C68A,2025-04-30 20:15:00,20:16,2025-04-30 20:16:00,1,1,22.1,65,73,32
Hamburg,HAM,Eurowings,A320,2025-04-30 20:35:00,21:20,2025-04-30 21:20:00,45,1,22.1,69,45,3
Copenhagen,CPH,SAS,A20N,2025-04-30 20:25:00,20:37,2025-04-30 20:37:00,12,1,22.1,45,80,0
Muscat,MCT,Oman Air,B38M,2025-04-30 20:35:00,20:51,2025-04-30 20:51:00,16,1,22.1,112,74,11
Belgrade,BEG,GetJet Airlines,A320,2025-04-30 20:40:00,20:50,2025-04-30 20:50:00,10,1,22.1,16,53,3
Amsterdam,AMS,Swiss,BCS3,2025-04-30 20:40:00,20:56,2025-04-30 20:56:00,16,1,22.1,5,88,24
London,LHR,Swiss,BCS3,2025-04-30 20:55:00,21:17,2025-04-30 21:17:00,22,1,22.1,92,88,24
Cologne,CGN,Eurowings,A320,2025-04-30 20:30:00,20:42,2025-04-30 20:42:00,12,1,22.1,43,45,3
Vienna,VIE,Austrian Airlines,A320,2025-04-30 20:50:00,21:05,2025-04-30 21:05:00,15,1,22.1,175,19,3
Delhi,DEL,Air India,B788,2025-04-30 20:50:00,21:27,2025-04-30 21:27:00,37,1,22.1,48,11,21
Milan,MXP,Ethiopian Airlines,A359,2025-04-30 21:00:00,21:10,2025-04-30 21:10:00,10,1,17.4,108,40,8
Munich,MUC,Helvetic Airways,E295,2025-04-30 21:05:00,21:13,2025-04-30 21:13:00,8,1,17.4,111,57,44
Geneva,GVA,Swiss,A320,2025-04-30 21:05:00,21:45,2025-04-30 21:45:00,40,1,17.4,65,88,3
London,LGW,easyJet,A319,2025-04-30 21:05:00,21:15,2025-04-30 21:15:00,10,1,17.4,92,98,2
Tel Aviv,TLV,El Al,B738,2025-04-30 21:15:00,21:25,2025-04-30 21:25:00,10,1,17.4,165,36,14
Berlin,BER,easyJet,A320,2025-04-30 21:20:00,21:38,2025-04-30 21:38:00,18,1,17.4,18,98,3
Stockholm,ARN,Swiss,A20N,2025-04-30 21:25:00,21:42,2025-04-30 21:42:00,17,1,17.4,157,88,0
Florence,FLR,Helvetic Airways,E295,2025-04-30 21:25:00,21:43,2025-04-30 21:43:00,18,1,17.4,60,57,44
Lisbon,LIS,Swiss,A20N,2025-04-30 21:25:00,22:02,2025-04-30 22:02:00,37,1,17.4,90,88,0
Oslo,OSL,Helvetic Airways,E290,2025-04-30 21:30:00,22:00,2025-04-30 22:00:00,30,1,17.4,122,57,43
Palermo,PMO,Swiss,A21N,2025-04-30 21:30:00,21:50,2025-04-30 21:50:00,20,1,17.4,124,88,1
Malaga,AGP,Swiss,A20N,2025-04-30 21:30:00,21:40,2025-04-30 21:40:00,10,1,17.4,98,88,0
Copenhagen,CPH,Swiss,A320,2025-04-30 21:35:00,21:48,2025-04-30 21:48:00,13,1,17.4,45,88,3
Athens,ATH,Swiss,A321,2025-04-30 21:20:00,21:47,2025-04-30 21:47:00,27,1,17.4,8,88,4
Barcelona,BCN,Vueling,A321,2025-04-30 21:40:00,22:11,2025-04-30 22:11:00,31,1,17.4,13,96,4
Tallinn,TLL,Air Baltic,BCS3,2025-04-30 21:45:00,21:57,2025-04-30 21:57:00,12,1,17.4,160,5,24
Bucharest,OTP,Air Baltic,BCS3,2025-04-30 21:45:00,22:04,2025-04-30 22:04:00,19,1,17.4,33,5,24
Paris,CDG,Air Baltic,BCS3,2025-04-30 21:50:00,22:09,2025-04-30 22:09:00,19,1,17.4,126,5,24
Barcelona,BCN,Swiss,A321,2025-04-30 21:50:00,22:15,2025-04-30 22:15:00,25,1,17.4,13,88,4
Rome,FCO,easyJet,A319,2025-04-30 21:55:00,21:55,2025-04-30 21:55:00,0,1,17.4,142,98,2
Berlin,BER,Swiss,A321,2025-04-30 21:40:00,22:06,2025-04-30 22:06:00,26,1,17.4,18,88,4
Sao Paulo,GRU,Swiss,B77W,2025-04-30 22:40:00,23:05,2025-04-30 23:05:00,25,1,15.8,147,88,20
Geneva,GVA,Swiss,BCS1,2025-04-30 22:45:00,23:02,2025-04-30 23:02:00,17,1,15.8,65,88,23
Johannesburg,JNB,Swiss,A343,2025-04-30 22:40:00,22:56,2025-04-30 22:56:00,16,1,15.8,78,88,7
Singapore,SIN,Swiss,B77W,2025-04-30 22:40:00,22:54,2025-04-30 22:54:00,14,1,15.8,153,88,20
Hong Kong,HKG,Swiss,B77W,2025-04-30 22:40:00,23:03,2025-04-30 23:03:00,23,1,15.8,73,88,20
Milan,MXP,Helvetic Airways,E190,2025-04-30 22:40:00,22:52,2025-04-30 22:52:00,12,1,15.8,108,57,41
Dubai,DXB,Emirates,B77W,2025-04-30 22:15:00,22:26,2025-04-30 22:26:00,11,1,15.8,52,38,20
Prague,PRG,Swiss,BCS3,2025-04-30 22:05:00,22:24,2025-04-30 22:24:00,19,1,15.8,133,88,24
Valencia,VLC,Swiss,A20N,2025-04-30 22:00:00,22:22,2025-04-30 22:22:00,22,1,15.8,173,88,0
Vilnius,VNO,Air Baltic,BCS3,2025-04-30 22:00:00,22:13,2025-04-30 22:13:00,13,1,15.8,176,5,24
Cape Town,CPT,Edelweiss Air,A343,2025-04-30 22:35:00,22:58,2025-04-30 22:58:00,23,1,15.8,39,34,7
Pristina,PRN,Chair Airlines,A320,2025-05-01 05:45:00,06:28,2025-05-01 06:28:00,43,5,8.5,134,26,3
Marrakesh,RAK,Edelweiss Air,A320,2025-05-01 05:45:00,06:00,2025-05-01 06:00:00,15,5,8.5,103,34,3
Frankfurt,FRA,Helvetic Airways,E295,2025-05-01 06:55:00,07:08,2025-05-01 07:08:00,13,5,7.4,61,57,44
Belgrade,BEG,Swiss,BCS3,2025-05-01 06:55:00,07:12,2025-05-01 07:12:00,17,5,7.4,16,88,24
Cluj-Napoca,CLJ,Helvetic Airways,E190,2025-05-01 06:55:00,07:55,2025-05-01 07:55:00,60,5,7.4,42,57,41
Madrid,MAD,Helvetic Airways,E295,2025-05-01 06:55:00,07:14,2025-05-01 07:14:00,19,5,7.4,97,57,44
Palma de Mallorca,PMI,Swiss,A321,2025-05-01 06:50:00,07:29,2025-05-01 07:29:00,39,5,7.4,125,88,4
Bilbao,BIO,Edelweiss Air,A320,2025-05-01 06:00:00,06:22,2025-05-01 06:22:00,22,5,7.4,20,34,3
Lisbon,LIS,TAP Air Portugal,A20N,2025-05-01 06:00:00,06:25,2025-05-01 06:25:00,25,5,7.4,90,90,0
Amsterdam,AMS,NetJets Europe,C68A,2025-05-01 06:45:00,07:06,2025-05-01 07:06:00,21,5,7.4,5,73,32
Pristina,PRN,Edelweiss Air,A359,2025-05-01 06:45:00,06:59,2025-05-01 06:59:00,14,5,7.4,134,34,8
Marsa Alam,RMF,Chair Airlines,A320,2025-05-01 06:40:00,06:53,2025-05-01 06:53:00,13,5,7.4,104,26,3
Marsa Alam,RMF,Edelweiss Air,A320,2025-05-01 06:35:00,06:48,2025-05-01 06:48:00,13,5,7.4,104,34,3
Dublin,DUB,Helvetic Airways,E290,2025-05-01 06:35:00,06:51,2025-05-01 06:51:00,16,5,7.4,53,57,43
Nottingham,EMA,Helvetic Airways,E190,2025-05-01 06:30:00,07:01,2025-05-01 07:01:00,31,5,7.4,118,57,41
Kos,KGS,Edelweiss Air,A320,2025-05-01 06:30:00,06:43,2025-05-01 06:43:00,13,5,7.4,82,34,3
Hurghada,HRG,Chair Airlines,A319,2025-05-01 06:45:00,06:57,2025-05-01 06:57:00,12,5,7.4,74,26,2
Edinburgh,EDI,Swiss,BCS1,2025-05-01 06:25:00,06:41,2025-05-01 06:41:00,16,5,7.4,56,88,23
Heraklion,HER,Edelweiss Air,A320,2025-05-01 06:20:00,06:40,2025-05-01 06:40:00,20,5,7.4,72,34,3
Seville,SVQ,Edelweiss Air,A320,2025-05-01 06:20:00,06:35,2025-05-01 06:35:00,15,5,7.4,150,34,3
Sofia,SOF,Helvetic Airways,E195,2025-05-01 06:50:00,07:17,2025-05-01 07:17:00,27,5,7.4,155,57,42
Hurghada,HRG,Edelweiss Air,A320,2025-05-01 06:20:00,06:30,2025-05-01 06:30:00,10,5,7.4,74,34,3
Porto,OPO,Swiss,A320,2025-05-01 06:20:00,06:55,2025-05-01 06:55:00,35,5,7.4,132,88,3
Cagliari,CAG,Edelweiss Air,A320,2025-05-01 06:10:00,06:15,2025-05-01 06:15:00,5,5,7.4,35,34,3
Larnaca,LCA,Edelweiss Air,A320,2025-05-01 06:10:00,06:20,2025-05-01 06:20:00,10,5,7.4,88,34,3
Reykjavik,KEF,Edelweiss Air,A320,2025-05-01 06:25:00,06:33,2025-05-01 06:33:00,8,5,7.4,138,34,3
Rome,FCO,Swiss,BCS1,2025-05-01 07:20:00,07:53,2025-05-01 07:53:00,33,1,7.5,142,88,23
Pristina,PRN,Swiss Air,CL60,2025-05-01 07:20:00,07:31,2025-05-01 07:31:00,11,1,7.5,134,89,35
Brussels,BRU,Swiss,A20N,2025-05-01 07:25:00,08:02,2025-05-01 08:02:00,37,1,7.5,32,88,0
Geneva,GVA,Swiss,A20N,2025-05-01 07:25:00,08:06,2025-05-01 08:06:00,41,1,7.5,65,88,0
Paris,CDG,Swiss,A320,2025-05-01 07:25:00,07:57,2025-05-01 07:57:00,32,1,7.5,126,88,3
Paris,CDG,Air France,BCS3,2025-05-01 07:45:00,08:21,2025-05-01 08:21:00,36,1,7.5,126,10,24
Dusseldorf,DUS,Swiss,BCS1,2025-05-01 07:30:00,08:08,2025-05-01 08:08:00,38,1,7.5,55,88,23
Catania,CTA,Edelweiss Air,A320,2025-05-01 07:35:00,08:15,2025-05-01 08:15:00,40,1,7.5,40,34,3
Istanbul,IST,Turkish Airlines,B738,2025-05-01 07:40:00,08:04,2025-05-01 08:04:00,24,1,7.5,76,93,14
Amsterdam,AMS,Helvetic Airways,E195,2025-05-01 07:55:00,08:17,2025-05-01 08:17:00,22,1,7.5,5,57,42
Vienna,VIE,Swiss,A320,2025-05-01 07:20:00,08:25,2025-05-01 08:25:00,65,1,7.5,175,88,3
Madrid,MAD,Iberia,A321,2025-05-01 07:30:00,08:11,2025-05-01 08:11:00,41,1,7.5,97,59,4
Berlin,BER,Swiss,A321,2025-05-01 07:20:00,07:51,2025-05-01 07:51:00,31,1,7.5,18,88,4
Prague,PRG,Helvetic Airways,E190,2025-05-01 07:50:00,08:12,2025-05-01 08:12:00,22,1,7.5,133,57,41
Munich,MUC,Helvetic Airways,E190,2025-05-01 07:15:00,07:39,2025-05-01 07:39:00,24,1,7.5,111,57,41
Amsterdam,AMS,Helvetic Airways,E290,2025-05-01 07:20:00,07:59,2025-05-01 07:59:00,39,1,7.5,5,57,43
Amsterdam,AMS,KLM,B737,2025-05-01 07:00:00,07:25,2025-05-01 07:25:00,25,1,7.5,5,65,13
Marseille,MRS,Helvetic Airways,E290,2025-05-01 07:00:00,07:11,2025-05-01 07:11:00,11,1,7.5,105,57,43
London,LHR,Swiss,A21N,2025-05-01 07:05:00,07:42,2025-05-01 07:42:00,37,1,7.5,92,88,1
Manchester,MAN,Helvetic Airways,E190,2025-05-01 07:05:00,07:35,2025-05-01 07:35:00,30,1,7.5,101,57,41
Hannover,HAJ,Helvetic Airways,E195,2025-05-01 07:05:00,07:33,2025-05-01 07:33:00,28,1,7.5,70,57,42
Dubrovnik,DBV,Swiss,A320,2025-05-01 07:00:00,07:19,2025-05-01 07:19:00,19,1,7.5,54,88,3
Copenhagen,CPH,Air Baltic,BCS3,2025-05-01 07:10:00,07:37,2025-05-01 07:37:00,27,1,7.5,45,5,24
Barcelona,BCN,Swiss,A320,2025-05-01 07:10:00,07:47,2025-05-01 07:47:00,37,1,7.5,13,88,3
Budapest,BUD,Air Baltic,BCS3,2025-05-01 07:10:00,07:22,2025-05-01 07:22:00,12,1,7.5,34,5,24
London,LHR,British Airways,A21N,2025-05-01 07:15:00,07:38,2025-05-01 07:38:00,23,1,7.5,92,22,1
Nice,NCE,Swiss,BCS3,2025-05-01 07:15:00,07:49,2025-05-01 07:49:00,34,1,7.5,116,88,24
Hamburg,HAM,Swiss,A320,2025-05-01 07:15:00,07:44,2025-05-01 07:44:00,29,1,7.5,69,88,3
Naples,NAP,Swiss,A21N,2025-05-01 07:05:00,07:27,2025-05-01 07:27:00,22,1,7.5,113,88,1
Rome,FCO,easyJet,A319,2025-05-01 08:30:00,08:41,2025-05-01 08:41:00,11,1,11.0,142,98,2
Ljubljana,LJU,Swiss,A21N,2025-05-01 08:55:00,09:07,2025-05-01 09:07:00,12,1,11.0,91,88,1
Vienna,VIE,Austrian Airlines,A320,2025-05-01 08:50:00,09:03,2025-05-01 09:03:00,13,1,11.0,175,19,3
Bologna,BLQ,Helvetic Airways,E290,2025-05-01 08:45:00,08:58,2025-05-01 08:58:00,13,1,11.0,24,57,43
Luxembourg,LUX,Swiss,A321,2025-05-01 08:40:00,08:54,2025-05-01 08:54:00,14,1,11.0,95,88,4
Florence,FLR,Swiss,BCS1,2025-05-01 08:35:00,08:52,2025-05-01 08:52:00,17,1,11.0,60,88,23
Dusseldorf,DUS,Eurowings,A319,2025-05-01 08:35:00,08:50,2025-05-01 08:50:00,15,1,11.0,55,45,2
Hamburg,HAM,Swiss,BCS3,2025-05-01 08:30:00,08:48,2025-05-01 08:48:00,18,1,11.0,69,88,24
Venice,VCE,Air Baltic,BCS3,2025-05-01 08:45:00,09:02,2025-05-01 09:02:00,17,1,11.0,174,5,24
Tenerife,TFS,Swiss Air,CL60,2025-05-01 08:20:00,08:38,2025-05-01 08:38:00,18,1,11.0,166,89,35
Berlin,BER,easyJet,A320,2025-05-01 08:20:00,08:32,2025-05-01 08:32:00,12,1,11.0,18,98,3
Berlin,BER,Swiss,BCS3,2025-05-01 08:15:00,08:36,2025-05-01 08:36:00,21,1,11.0,18,88,24
Frankfurt,FRA,Lufthansa,A319,2025-05-01 08:15:00,08:44,2025-05-01 08:44:00,29,1,11.0,61,69,2
London,LCY,Helvetic Airways,E295,2025-05-01 08:10:00,08:34,2025-05-01 08:34:00,24,1,11.0,92,57,44
Cologne,CGN,Eurowings,A319,2025-05-01 08:05:00,08:28,2025-05-01 08:28:00,23,1,11.0,43,45,2
Athens,ATH,NetJets Europe,C68A,2025-05-01 08:00:00,08:30,2025-05-01 08:30:00,30,1,11.0,8,73,32
Frankfurt,FRA,Condor,A320,2025-05-01 08:00:00,08:23,2025-05-01 08:23:00,23,1,11.0,61,29,3
London,LGW,Enter Air,B738,2025-05-01 08:20:00,08:56,2025-05-01 08:56:00,36,1,11.0,92,39,14
Stuttgart,STR,Swiss,BCS3,2025-05-01 09:35:00,09:50,2025-05-01 09:50:00,15,1,13.8,158,88,24
Alicante,ALC,Swiss,A320,2025-05-01 09:35:00,09:54,2025-05-01 09:54:00,19,1,13.8,3,88,3
Barcelona,BCN,Vueling,A320,2025-05-01 09:35:00,09:48,2025-05-01 09:48:00,13,1,13.8,13,96,3
Stockholm,ARN,Air Baltic,BCS3,2025-05-01 09:40:00,10:03,2025-05-01 10:03:00,23,1,13.8,157,5,24
Mumbai,BOM,Swiss,A333,2025-05-01 09:45:00,09:55,2025-05-01 09:55:00,10,1,13.8,110,88,6
Antalya,AYT,SunExpress,B738,2025-05-01 09:40:00,10:24,2025-05-01 10:24:00,44,1,13.8,6,87,14
Porto,OPO,Swiss,A321,2025-05-01 09:45:00,10:12,2025-05-01 10:12:00,27,1,13.8,132,88,4
Palma de Mallorca,PMI,easyJet,A319,2025-05-01 09:30:00,09:57,2025-05-01 09:57:00,27,1,13.8,125,98,2
Miami,MIA,Swiss,A333,2025-05-01 09:50:00,10:14,2025-05-01 10:14:00,24,1,13.8,107,88,6
Chicago,ORD,United Airlines,B763,2025-05-01 09:50:00,10:28,2025-05-01 10:28:00,38,1,13.8,41,94,16
Munich,MUC,Helvetic Airways,E295,2025-05-01 09:30:00,09:45,2025-05-01 09:45:00,15,1,13.8,111,57,44
Amsterdam,AMS,KLM,B738,2025-05-01 09:20:00,09:52,2025-05-01 09:52:00,32,1,13.8,5,65,14
Frankfurt,FRA,Air Dolomiti,E190,2025-05-01 09:30:00,09:58,2025-05-01 09:58:00,28,1,13.8,61,8,41
Athens,ATH,Swiss,A320,2025-05-01 09:25:00,10:22,2025-05-01 10:22:00,57,1,13.8,8,88,3
Kortrijk,KJK,GlobeAir,C510,2025-05-01 09:20:00,09:25,2025-05-01 09:25:00,5,1,13.8,81,55,29
Palma de Mallorca,PMI,Helvetic Airways,E290,2025-05-01 09:20:00,09:32,2025-05-01 09:32:00,12,1,13.8,125,57,43
Thessaloniki,SKG,Swiss,A320,2025-05-01 09:15:00,09:39,2025-05-01 09:39:00,24,1,13.8,167,88,3
Malta,MLA,KM Malta Airlines,A20N,2025-05-01 09:15:00,09:31,2025-05-01 09:31:00,16,1,13.8,100,66,0
Geneva,GVA,Swiss,A20N,2025-05-01 09:10:00,09:22,2025-05-01 09:22:00,12,1,13.8,65,88,0
Berlin,BER,Eurowings,A20N,2025-05-01 09:05:00,09:40,2025-05-01 09:40:00,35,1,13.8,18,45,0
Hamburg,HAM,Eurowings,A320,2025-05-01 09:05:00,09:29,2025-05-01 09:29:00,24,1,13.8,69,45,3
Brussels,BRU,Air Baltic,BCS3,2025-05-01 09:00:00,09:11,2025-05-01 09:11:00,11,1,13.8,32,5,24
Milan,MXP,Air Baltic,BCS3,2025-05-01 09:00:00,09:21,2025-05-01 09:21:00,21,1,13.8,108,5,24
Belgrade,BEG,Bulgaria Air,E190,2025-05-01 09:30:00,09:37,2025-05-01 09:37:00,7,1,13.8,16,24,41
Toronto,YYZ,Swiss,A333,2025-05-01 09:55:00,10:15,2025-05-01 10:15:00,20,1,13.8,170,88,6
Malaga,AGP,Swiss,A321,2025-05-01 09:40:00,09:59,2025-05-01 09:59:00,19,1,13.8,98,88,4
Rome,FCO,ITA Airways,A20N,2025-05-01 10:45:00,11:00,2025-05-01 11:00:00,15,1,17.3,142,58,0
Antalya,AYT,Pegasus,A20N,2025-05-01 10:55:00,11:10,2025-05-01 11:10:00,15,1,17.3,6,76,0
Malta,MLA,Swiss,A20N,2025-05-01 10:55:00,11:12,2025-05-01 11:12:00,17,1,17.3,100,88,0
Dublin,DUB,Air Baltic,BCS3,2025-05-01 10:50:00,11:14,2025-05-01 11:14:00,24,1,17.3,53,5,24
Helsinki,HEL,Finnair,A321,2025-05-01 10:50:00,10:51,2025-05-01 10:51:00,1,1,17.3,71,47,4
Istanbul,IST,Turkish Airlines,A21N,2025-05-01 10:45:00,11:03,2025-05-01 11:03:00,18,1,17.3,76,93,1
Lisbon,LIS,easyJet,A20N,2025-05-01 10:40:00,11:06,2025-05-01 11:06:00,26,1,17.3,90,98,0
Vienna,VIE,Austrian Airlines,A320,2025-05-01 10:40:00,10:49,2025-05-01 10:49:00,9,1,17.3,175,19,3
Oslo,OSL,Helvetic Airways,E295,2025-05-01 10:40:00,10:58,2025-05-01 10:58:00,18,1,17.3,122,57,44
Knock,NOC,European Flight Service,C25B,2025-05-01 10:30:00,10:53,2025-05-01 10:53:00,23,1,17.3,80,44,27
Vienna,VIE,GlobeAir,C510,2025-05-01 10:30:00,10:35,2025-05-01 10:35:00,5,1,17.3,175,55,29
Porto,OPO,easyJet,A20N,2025-05-01 10:35:00,11:17,2025-05-01 11:17:00,42,1,17.3,132,98,0
Warsaw,WAW,LOT,E195,2025-05-01 10:30:00,10:37,2025-05-01 10:37:00,7,1,17.3,177,68,42
London,LGW,easyJet,A320,2025-05-01 10:25:00,10:48,2025-05-01 10:48:00,23,1,17.3,92,98,3
Copenhagen,CPH,SAS,A20N,2025-05-01 10:20:00,10:31,2025-05-01 10:31:00,11,1,17.3,45,80,0
Naples,NAP,easyJet,A320,2025-05-01 10:15:00,10:40,2025-05-01 10:40:00,25,1,17.3,113,98,3
New York,EWR,United Airlines,B763,2025-05-01 10:10:00,10:30,2025-05-01 10:30:00,20,1,17.3,115,94,16
London,LCY,British Airways,E190,2025-05-01 10:05:00,10:26,2025-05-01 10:26:00,21,1,17.3,92,22,41
Cannes,CEQ,NetJets Europe,C56X,2025-05-01 10:00:00,10:36,2025-05-01 10:36:00,36,1,17.3,38,73,30
New York,JFK,Swiss,A333,2025-05-01 10:00:00,10:17,2025-05-01 10:17:00,17,1,17.3,115,88,6
Palma de Mallorca,PMI,Swiss,A20N,2025-05-01 10:00:00,10:20,2025-05-01 10:20:00,20,1,17.3,125,88,0
London,LHR,Swiss,BCS3,2025-05-01 10:30:00,11:14,2025-05-01 11:14:00,44,1,17.3,92,88,24
Singapore,SIN,Singapore Airlines,B77W,2025-05-01 11:45:00,12:10,2025-05-01 12:10:00,25,1,19.4,153,83,20
Venice,VCE,NetJets Europe,E55P,2025-05-01 11:30:00,11:37,2025-05-01 11:37:00,7,1,19.4,174,73,48
Istanbul,SAW,Pegasus,A21N,2025-05-01 11:35:00,11:56,2025-05-01 11:56:00,21,1,19.4,76,76,1
Philadelphia,PHL,American Airlines,B788,2025-05-01 11:45:00,11:50,2025-05-01 11:50:00,5,1,19.4,127,17,21
Madrid,MAD,Iberia,A321,2025-05-01 11:50:00,12:23,2025-05-01 12:23:00,33,1,19.4,97,59,4
Brussels,BRU,Haute Aviation,E55P,2025-05-01 11:25:00,11:42,2025-05-01 11:42:00,17,1,19.4,32,56,48
London,LCY,Swiss,BCS1,2025-05-01 11:50:00,12:05,2025-05-01 12:05:00,15,1,19.4,92,88,23
Tel Aviv,TLV,Swiss,A333,2025-05-01 11:55:00,12:16,2025-05-01 12:16:00,21,1,19.4,165,88,6
Geneva,GVA,Swiss,BCS3,2025-05-01 11:55:00,12:14,2025-05-01 12:14:00,19,1,19.4,65,88,24
Washington,IAD,United Airlines,B763,2025-05-01 11:55:00,12:08,2025-05-01 12:08:00,13,1,19.4,178,94,16
Hurghada,HRG,Edelweiss Air,A320,2025-05-01 11:30:00,12:02,2025-05-01 12:02:00,32,1,19.4,74,34,3
Amsterdam,AMS,KLM,B738,2025-05-01 11:50:00,12:35,2025-05-01 12:35:00,45,1,19.4,5,65,14
Istanbul,SAW,AJet,B38M,2025-05-01 11:30:00,11:45,2025-05-01 11:45:00,15,1,19.4,76,0,11
